Epoch,Train Loss,Train Acc,Train F1,Val Loss,Val Acc,Val F1
1,0.33978147570726963,0.1282636248415716,0.39454294200597906,0.2664761391080571,0.3505338078291815,0.5354560854721954
2,0.2700607861187441,0.3335868187579214,0.39454294200597906,0.20984516939101908,0.48665480427046265,0.5354560854721954
3,0.23978884470589618,0.4187579214195184,0.39454294200597906,0.18357707231282339,0.548932384341637,0.5354560854721954
