Epoch,Train Loss,Train Acc,Train F1,Val Loss,Val Acc,Val F1
1,0.28839192553041193,0.28948035487959445,0.2829861978460144,0.19205797632685548,0.5774021352313167,0.5672975001020586
2,0.22671743549534856,0.4603295310519645,0.468929981620827,0.1709993975502157,0.6236654804270463,0.6278121598341442
3,0.19060569632092628,0.547275031685678,0.5787729745239385,0.15599974672545372,0.6485765124555161,0.6569336072460843
Test,0.16247000510179221,0.6301369863013698,0.6392439571526529
